"","Measures","Edad","Sexo","Hierarchy","value"
"2977","Numero Total Empleados","25","MASCULINO","2019/07/23",85
"2978","Numero Total Empleados","27","MASCULINO","2019/07/23",90
"2979","Numero Total Empleados","28","MASCULINO","2019/07/23",20
"2980","Numero Total Empleados","29","MASCULINO","2019/07/23",85
"2981","Numero Total Empleados","31","MASCULINO","2019/07/23",70
"2982","Numero Total Empleados","32","MASCULINO","2019/07/23",85
"2983","Numero Total Empleados","34","MASCULINO","2019/07/23",20
"2984","Numero Total Empleados","35","MASCULINO","2019/07/23",105
"2985","Numero Total Empleados","36","MASCULINO","2019/07/23",20
"2986","Numero Total Empleados","42","MASCULINO","2019/07/23",106
"2987","Numero Total Empleados","43","MASCULINO","2019/07/23",20
"2988","Numero Total Empleados","44","MASCULINO","2019/07/23",21
"2989","Numero Total Empleados","45","MASCULINO","2019/07/23",85
"2990","Numero Total Empleados","47","MASCULINO","2019/07/23",20
"2991","Numero Total Empleados","49","MASCULINO","2019/07/23",20
"2992","Numero Total Empleados","51","MASCULINO","2019/07/23",105
"2993","Numero Total Empleados","58","MASCULINO","2019/07/23",20
"2994","Numero Total Empleados","55","MASCULINO","2019/08/01",2
"2995","Numero Total Empleados","66","MASCULINO","2019/08/01",2
"2996","Numero Total Empleados","30","FEMENINO","2019/08/02",84
"2997","Numero Total Empleados","43","FEMENINO","2019/08/02",84
"2998","Numero Total Empleados","44","FEMENINO","2019/08/02",84
"2999","Numero Total Empleados","27","MASCULINO","2019/08/02",84
"3000","Numero Total Empleados","35","MASCULINO","2019/08/02",84
"3001","Numero Total Empleados","41","MASCULINO","2019/08/02",84
"3002","Numero Total Empleados","46","MASCULINO","2019/08/02",84
"3003","Numero Total Empleados","51","MASCULINO","2019/08/02",84
"3004","Numero Total Empleados","22","FEMENINO","2019/08/05",155
"3005","Numero Total Empleados","23","FEMENINO","2019/08/05",155
"3006","Numero Total Empleados","26","FEMENINO","2019/08/05",41
"3007","Numero Total Empleados","27","FEMENINO","2019/08/05",155
"3008","Numero Total Empleados","29","FEMENINO","2019/08/05",155
"3009","Numero Total Empleados","30","FEMENINO","2019/08/05",157
"3010","Numero Total Empleados","32","FEMENINO","2019/08/05",182
"3011","Numero Total Empleados","33","FEMENINO","2019/08/05",155
"3012","Numero Total Empleados","34","FEMENINO","2019/08/05",155
"3013","Numero Total Empleados","35","FEMENINO","2019/08/05",155
"3014","Numero Total Empleados","36","FEMENINO","2019/08/05",2
"3015","Numero Total Empleados","38","FEMENINO","2019/08/05",5
"3016","Numero Total Empleados","41","FEMENINO","2019/08/05",41
"3017","Numero Total Empleados","43","FEMENINO","2019/08/05",196
"3018","Numero Total Empleados","46","FEMENINO","2019/08/05",12
"3019","Numero Total Empleados","47","FEMENINO","2019/08/05",167
"3020","Numero Total Empleados","48","FEMENINO","2019/08/05",41
"3021","Numero Total Empleados","49","FEMENINO","2019/08/05",155
"3022","Numero Total Empleados","50","FEMENINO","2019/08/05",13
"3023","Numero Total Empleados","52","FEMENINO","2019/08/05",41
"3024","Numero Total Empleados","53","FEMENINO","2019/08/05",13
"3025","Numero Total Empleados","55","FEMENINO","2019/08/05",4
"3026","Numero Total Empleados","57","FEMENINO","2019/08/05",51
"3027","Numero Total Empleados","59","FEMENINO","2019/08/05",53
"3028","Numero Total Empleados","61","FEMENINO","2019/08/05",12
"3029","Numero Total Empleados","76","FEMENINO","2019/08/05",12
"3030","Numero Total Empleados","22","MASCULINO","2019/08/05",155
"3031","Numero Total Empleados","23","MASCULINO","2019/08/05",174
"3032","Numero Total Empleados","24","MASCULINO","2019/08/05",214
"3033","Numero Total Empleados","25","MASCULINO","2019/08/05",214
"3034","Numero Total Empleados","26","MASCULINO","2019/08/05",155
"3035","Numero Total Empleados","27","MASCULINO","2019/08/05",155
"3036","Numero Total Empleados","28","MASCULINO","2019/08/05",173
"3037","Numero Total Empleados","29","MASCULINO","2019/08/05",208
"3038","Numero Total Empleados","30","MASCULINO","2019/08/05",168
"3039","Numero Total Empleados","31","MASCULINO","2019/08/05",173
"3040","Numero Total Empleados","32","MASCULINO","2019/08/05",227
"3041","Numero Total Empleados","33","MASCULINO","2019/08/05",173
"3042","Numero Total Empleados","34","MASCULINO","2019/08/05",155
"3043","Numero Total Empleados","35","MASCULINO","2019/08/05",214
"3044","Numero Total Empleados","36","MASCULINO","2019/08/05",214
"3045","Numero Total Empleados","37","MASCULINO","2019/08/05",160
"3046","Numero Total Empleados","38","MASCULINO","2019/08/05",173
"3047","Numero Total Empleados","39","MASCULINO","2019/08/05",173
"3048","Numero Total Empleados","40","MASCULINO","2019/08/05",178
"3049","Numero Total Empleados","41","MASCULINO","2019/08/05",158
"3050","Numero Total Empleados","42","MASCULINO","2019/08/05",227
"3051","Numero Total Empleados","43","MASCULINO","2019/08/05",155
"3052","Numero Total Empleados","44","MASCULINO","2019/08/05",203
"3053","Numero Total Empleados","45","MASCULINO","2019/08/05",196
"3054","Numero Total Empleados","46","MASCULINO","2019/08/05",209
"3055","Numero Total Empleados","47","MASCULINO","2019/08/05",209
"3056","Numero Total Empleados","48","MASCULINO","2019/08/05",173
"3057","Numero Total Empleados","49","MASCULINO","2019/08/05",158
"3058","Numero Total Empleados","50","MASCULINO","2019/08/05",170
"3059","Numero Total Empleados","51","MASCULINO","2019/08/05",209
"3060","Numero Total Empleados","52","MASCULINO","2019/08/05",155
"3061","Numero Total Empleados","53","MASCULINO","2019/08/05",196
"3062","Numero Total Empleados","54","MASCULINO","2019/08/05",159
"3063","Numero Total Empleados","56","MASCULINO","2019/08/05",196
"3064","Numero Total Empleados","57","MASCULINO","2019/08/05",167
"3065","Numero Total Empleados","59","MASCULINO","2019/08/05",155
"3066","Numero Total Empleados","60","MASCULINO","2019/08/05",41
"3067","Numero Total Empleados","61","MASCULINO","2019/08/05",175
"3068","Numero Total Empleados","64","MASCULINO","2019/08/05",155
"3069","Numero Total Empleados","66","MASCULINO","2019/08/05",175
"3070","Numero Total Empleados","68","MASCULINO","2019/08/05",155
"3071","Numero Total Empleados","69","MASCULINO","2019/08/05",155
"3072","Numero Total Empleados","70","MASCULINO","2019/08/05",155
"3073","Numero Total Empleados","72","MASCULINO","2019/08/05",12
"3074","Numero Total Empleados","74","MASCULINO","2019/08/05",1
"3075","Numero Total Empleados","83","MASCULINO","2019/08/05",12
"3076","Numero Total Empleados","84","MASCULINO","2019/08/05",12
"3077","Numero Total Empleados","86","MASCULINO","2019/08/05",12
"3078","Numero Total Empleados","44","FEMENINO","2019/08/06",21
"3079","Numero Total Empleados","54","FEMENINO","2019/08/06",3
"3080","Numero Total Empleados","58","FEMENINO","2019/08/06",3
"3081","Numero Total Empleados","25","MASCULINO","2019/08/06",36
"3082","Numero Total Empleados","33","MASCULINO","2019/08/06",36
"3083","Numero Total Empleados","34","MASCULINO","2019/08/06",3
"3084","Numero Total Empleados","43","MASCULINO","2019/08/06",37
"3085","Numero Total Empleados","46","MASCULINO","2019/08/06",39
"3086","Numero Total Empleados","49","MASCULINO","2019/08/06",21
"3087","Numero Total Empleados","57","MASCULINO","2019/08/06",3
"3088","Numero Total Empleados","58","MASCULINO","2019/08/06",21
"3089","Numero Total Empleados","65","MASCULINO","2019/08/06",3
"3090","Numero Total Empleados","24","FEMENINO","2019/08/08",235
"3091","Numero Total Empleados","26","FEMENINO","2019/08/08",235
"3092","Numero Total Empleados","28","FEMENINO","2019/08/08",235
"3093","Numero Total Empleados","30","FEMENINO","2019/08/08",235
"3094","Numero Total Empleados","31","FEMENINO","2019/08/08",235
"3095","Numero Total Empleados","32","FEMENINO","2019/08/08",235
"3096","Numero Total Empleados","35","FEMENINO","2019/08/08",235
"3097","Numero Total Empleados","36","FEMENINO","2019/08/08",235
"3098","Numero Total Empleados","37","FEMENINO","2019/08/08",235
"3099","Numero Total Empleados","40","FEMENINO","2019/08/08",235
"3100","Numero Total Empleados","43","FEMENINO","2019/08/08",235
"3101","Numero Total Empleados","44","FEMENINO","2019/08/08",235
"3102","Numero Total Empleados","49","FEMENINO","2019/08/08",235
"3103","Numero Total Empleados","50","FEMENINO","2019/08/08",235
"3104","Numero Total Empleados","54","FEMENINO","2019/08/08",235
"3105","Numero Total Empleados","55","FEMENINO","2019/08/08",235
"3106","Numero Total Empleados","59","FEMENINO","2019/08/08",235
"3107","Numero Total Empleados","61","FEMENINO","2019/08/08",235
"3108","Numero Total Empleados","66","FEMENINO","2019/08/08",235
"3109","Numero Total Empleados","68","FEMENINO","2019/08/08",235
"3110","Numero Total Empleados","69","FEMENINO","2019/08/08",235
"3111","Numero Total Empleados","23","MASCULINO","2019/08/08",235
"3112","Numero Total Empleados","24","MASCULINO","2019/08/08",235
"3113","Numero Total Empleados","25","MASCULINO","2019/08/08",235
"3114","Numero Total Empleados","26","MASCULINO","2019/08/08",242
"3115","Numero Total Empleados","27","MASCULINO","2019/08/08",254
"3116","Numero Total Empleados","28","MASCULINO","2019/08/08",235
"3117","Numero Total Empleados","29","MASCULINO","2019/08/08",235
"3118","Numero Total Empleados","30","MASCULINO","2019/08/08",235
"3119","Numero Total Empleados","31","MASCULINO","2019/08/08",235
"3120","Numero Total Empleados","32","MASCULINO","2019/08/08",235
"3121","Numero Total Empleados","33","MASCULINO","2019/08/08",235
"3122","Numero Total Empleados","34","MASCULINO","2019/08/08",235
"3123","Numero Total Empleados","35","MASCULINO","2019/08/08",235
"3124","Numero Total Empleados","36","MASCULINO","2019/08/08",235
"3125","Numero Total Empleados","37","MASCULINO","2019/08/08",254
"3126","Numero Total Empleados","38","MASCULINO","2019/08/08",235
"3127","Numero Total Empleados","39","MASCULINO","2019/08/08",254
"3128","Numero Total Empleados","40","MASCULINO","2019/08/08",235
"3129","Numero Total Empleados","41","MASCULINO","2019/08/08",254
"3130","Numero Total Empleados","42","MASCULINO","2019/08/08",242
"3131","Numero Total Empleados","43","MASCULINO","2019/08/08",235
"3132","Numero Total Empleados","44","MASCULINO","2019/08/08",235
"3133","Numero Total Empleados","45","MASCULINO","2019/08/08",235
"3134","Numero Total Empleados","46","MASCULINO","2019/08/08",235
"3135","Numero Total Empleados","47","MASCULINO","2019/08/08",235
"3136","Numero Total Empleados","48","MASCULINO","2019/08/08",235
"3137","Numero Total Empleados","49","MASCULINO","2019/08/08",235
"3138","Numero Total Empleados","50","MASCULINO","2019/08/08",235
"3139","Numero Total Empleados","51","MASCULINO","2019/08/08",235
"3140","Numero Total Empleados","52","MASCULINO","2019/08/08",235
"3141","Numero Total Empleados","53","MASCULINO","2019/08/08",235
"3142","Numero Total Empleados","54","MASCULINO","2019/08/08",235
"3143","Numero Total Empleados","55","MASCULINO","2019/08/08",236
"3144","Numero Total Empleados","56","MASCULINO","2019/08/08",235
"3145","Numero Total Empleados","57","MASCULINO","2019/08/08",235
"3146","Numero Total Empleados","58","MASCULINO","2019/08/08",235
"3147","Numero Total Empleados","59","MASCULINO","2019/08/08",235
"3148","Numero Total Empleados","60","MASCULINO","2019/08/08",235
"3149","Numero Total Empleados","61","MASCULINO","2019/08/08",235
"3150","Numero Total Empleados","62","MASCULINO","2019/08/08",235
"3151","Numero Total Empleados","63","MASCULINO","2019/08/08",235
"3152","Numero Total Empleados","64","MASCULINO","2019/08/08",243
"3153","Numero Total Empleados","65","MASCULINO","2019/08/08",235
"3154","Numero Total Empleados","66","MASCULINO","2019/08/08",235
"3155","Numero Total Empleados","95","MASCULINO","2019/08/08",235
"3156","Numero Total Empleados","21","FEMENINO","2019/08/09",103
"3157","Numero Total Empleados","22","FEMENINO","2019/08/09",111
"3158","Numero Total Empleados","23","FEMENINO","2019/08/09",111
"3159","Numero Total Empleados","24","FEMENINO","2019/08/09",103
"3160","Numero Total Empleados","26","FEMENINO","2019/08/09",103
"3161","Numero Total Empleados","27","FEMENINO","2019/08/09",8
"3162","Numero Total Empleados","28","FEMENINO","2019/08/09",103
"3163","Numero Total Empleados","32","FEMENINO","2019/08/09",8
"3164","Numero Total Empleados","34","FEMENINO","2019/08/09",103
"3165","Numero Total Empleados","37","FEMENINO","2019/08/09",4
"3166","Numero Total Empleados","38","FEMENINO","2019/08/09",103
"3167","Numero Total Empleados","48","FEMENINO","2019/08/09",103
"3168","Numero Total Empleados","51","FEMENINO","2019/08/09",103
"3169","Numero Total Empleados","60","FEMENINO","2019/08/09",107
"3170","Numero Total Empleados","67","FEMENINO","2019/08/09",4
"3171","Numero Total Empleados","22","MASCULINO","2019/08/09",111
"3172","Numero Total Empleados","23","MASCULINO","2019/08/09",103
"3173","Numero Total Empleados","24","MASCULINO","2019/08/09",103
"3174","Numero Total Empleados","25","MASCULINO","2019/08/09",103
"3175","Numero Total Empleados","26","MASCULINO","2019/08/09",103
"3176","Numero Total Empleados","27","MASCULINO","2019/08/09",103
"3177","Numero Total Empleados","28","MASCULINO","2019/08/09",4
"3178","Numero Total Empleados","29","MASCULINO","2019/08/09",103
"3179","Numero Total Empleados","30","MASCULINO","2019/08/09",103
"3180","Numero Total Empleados","34","MASCULINO","2019/08/09",103
"3181","Numero Total Empleados","35","MASCULINO","2019/08/09",103
"3182","Numero Total Empleados","36","MASCULINO","2019/08/09",103
"3183","Numero Total Empleados","37","MASCULINO","2019/08/09",103
"3184","Numero Total Empleados","38","MASCULINO","2019/08/09",103
"3185","Numero Total Empleados","39","MASCULINO","2019/08/09",103
"3186","Numero Total Empleados","40","MASCULINO","2019/08/09",103
"3187","Numero Total Empleados","41","MASCULINO","2019/08/09",103
"3188","Numero Total Empleados","42","MASCULINO","2019/08/09",103
"3189","Numero Total Empleados","43","MASCULINO","2019/08/09",103
"3190","Numero Total Empleados","44","MASCULINO","2019/08/09",103
"3191","Numero Total Empleados","45","MASCULINO","2019/08/09",103
"3192","Numero Total Empleados","46","MASCULINO","2019/08/09",103
"3193","Numero Total Empleados","47","MASCULINO","2019/08/09",103
"3194","Numero Total Empleados","48","MASCULINO","2019/08/09",103
"3195","Numero Total Empleados","49","MASCULINO","2019/08/09",103
"3196","Numero Total Empleados","50","MASCULINO","2019/08/09",103
"3197","Numero Total Empleados","51","MASCULINO","2019/08/09",103
"3198","Numero Total Empleados","52","MASCULINO","2019/08/09",103
"3199","Numero Total Empleados","53","MASCULINO","2019/08/09",103
"3200","Numero Total Empleados","54","MASCULINO","2019/08/09",103
"3201","Numero Total Empleados","55","MASCULINO","2019/08/09",103
"3202","Numero Total Empleados","56","MASCULINO","2019/08/09",103
"3203","Numero Total Empleados","57","MASCULINO","2019/08/09",103
"3204","Numero Total Empleados","58","MASCULINO","2019/08/09",103
"3205","Numero Total Empleados","59","MASCULINO","2019/08/09",103
"3206","Numero Total Empleados","60","MASCULINO","2019/08/09",103
"3207","Numero Total Empleados","61","MASCULINO","2019/08/09",103
"3208","Numero Total Empleados","62","MASCULINO","2019/08/09",103
"3209","Numero Total Empleados","65","MASCULINO","2019/08/09",103
"3210","Numero Total Empleados","66","MASCULINO","2019/08/09",103
"3211","Numero Total Empleados","75","MASCULINO","2019/08/09",103
"3212","Numero Total Empleados","23","FEMENINO","2019/08/12",26
"3213","Numero Total Empleados","28","FEMENINO","2019/08/12",20
"3214","Numero Total Empleados","30","FEMENINO","2019/08/12",20
"3215","Numero Total Empleados","42","FEMENINO","2019/08/12",14
"3216","Numero Total Empleados","53","FEMENINO","2019/08/12",38
"3217","Numero Total Empleados","62","FEMENINO","2019/08/12",5
"3218","Numero Total Empleados","23","MASCULINO","2019/08/12",19
"3219","Numero Total Empleados","24","MASCULINO","2019/08/12",19
"3220","Numero Total Empleados","26","MASCULINO","2019/08/12",34
"3221","Numero Total Empleados","27","MASCULINO","2019/08/12",26
"3222","Numero Total Empleados","28","MASCULINO","2019/08/12",39
"3223","Numero Total Empleados","29","MASCULINO","2019/08/12",19
"3224","Numero Total Empleados","31","MASCULINO","2019/08/12",7
"3225","Numero Total Empleados","32","MASCULINO","2019/08/12",20
"3226","Numero Total Empleados","34","MASCULINO","2019/08/12",7
"3227","Numero Total Empleados","35","MASCULINO","2019/08/12",34
"3228","Numero Total Empleados","36","MASCULINO","2019/08/12",20
"3229","Numero Total Empleados","37","MASCULINO","2019/08/12",20
"3230","Numero Total Empleados","38","MASCULINO","2019/08/12",34
